item_id,brand,corner,category,price
P4301260016400,파코라반,셔츠,셔츠,158000
P4200590110020,프랑소와즈,의류기타,로얄부틱,312000
P4200590110040,프랑소와즈,의류기타,로얄부틱,460000
P4400440025052,먼싱웨어,수입,골프,306800
P4528810041980,열린교역,수입도자기,식기,40000
P4413280020420,아이들,아동단품,아동,64600
P4107440001676,유진우산,"우산,장갑",섬유잡화,35000
P4217970113074,이정호,국내부띠끄,로얄부띠끄,300000
P4119000005980,델지,가방,핸드백,120000
P4417460026980,가르방,골프단품,골프,39000
P4205920010600,쁘레고,타운단품,"니트,단품,모피",158000
P4131890006800,오마샤리프,패션악세사리,악세사리,20000
P4508720043920,삼운/브로니,욕실용품,식기,24000
P4105875013081,알비에로마르티니,명품,수입명품,158000
P4140650002980,태현닥스외양말,양말,명품시즌,13500
P4520460042174,삼미,욕실용품,식기,25000
P4124630006800,피벨액세서리,패션악세사리,악세사리,339000
P4129580013080,비비뉴포트,행사,로얄부틱,39000
P4217330110000,크레송,엘레강스,엘레강스캐쥬얼,228000
P4539350056900,조양자용차용품,주방용품,식기,42000
P4100391200100,발렌타인넥타이,넥타이,셔츠,-55000
P4130300013076,입생로랑외수입의류,행사,로얄부틱,215000
P4300250019951,파코라반,캐릭터,캐쥬얼,100000
P4532960046072,쉐모아,침구,침구/수예,27000
P4510110142100,알씨알,주방용품,식기,58000
P4530780041000,베스하우스,주방용품,식기,42000
P4318880019900,아르마니,행사/단품,캐쥬얼,95000
P4505521040300,행주치마,초도자기,식기,28800
P4522861046020,레노마,침구,침구/수예,76000
P4544960046070,엘르,침구,침구/수예,216000
P4523610146000,텐테일,침구,침구/수예,48000
P4401950020052,파파리노,아동복,아동,60000
P4409751020470,베이비퀴즈,아동복,아동,18000
P4215570011000,ON&ON,영캐쥬얼,영트랜디,207000
P4535181043000,J아트/홈데코,욕실용품,식기,42000
P4239730026020,UCLA,진캐쥬얼,진캐주얼,55200
P4415082020000,나이키키즈,아동복,아동,39000
P4520050043000,리갈/욕실,욕실용품,식기,100000
P4108030011230,미쏘니,엘레강스부틱,로얄부틱,532700
P4553850935070,원앤원,전화기/카세트,가전/문화,156000
P4502800142210,신라은수저,주방용품,식기,67500
P4401971022053,해피베이비,미확인코너,아동,19600
P4513270147200,한일카페트,카페트,침구/수예,644000
P4218941110020,쉬즈미스,엘레강스,엘레강스캐쥬얼,512400
P4203733010000,이즘,캐릭터,미씨캐릭터,143000
P4204891110000,요하넥스,캐릭터,미씨캐릭터,482000
P6417340027000,라피도의류,스포츠웨어,스포츠,160300
P6123890003020,에스콰이아현금,임대슈즈,패션슈즈,64400
P4207710013074,제이알,훼미닌부틱,디자이너부틱,200000
P4129791208400,네일엘레강스써비스,미확인코너,엘레강스캐쥬얼,22000
P4408173029972,1492마일즈,진캐쥬얼,진캐쥬얼,14500
P4301261019975,파코라반,셔츠,셔츠,29000
P4244530026020,그림,진캐주얼,진캐주얼,158400
P4531190052010,동신레코드,레코드(문화),문화,11250
P4300850019977,닥스,셔츠,셔츠,20000
P4300410019970,코모도,캐릭터,캐쥬얼,50000
P4123550108374,랑케스타,패션잡화,영캐릭터캐쥬얼,53000
P4217070013082,강숙희,국내부띠끄,로얄부띠끄,90000
P4504630937002,AEG,냉장고.세탁기,가전,1450000
P4530820936002,GE,냉장고.세탁기,가전,460000
P6308090015100,트래드클럽,특정,정장,95000
P4415081026970,나이키골프,단품,골프,45000
P4401950020472,파파리노,아동복,아동,44000
P4400491029930,리복의류,스포츠웨어,스포츠,49500
P4300410019984,코모도,캐릭터캐주얼,캐릭터정장,145000
P4208790111220,쿠기,영트랜드,영트렌디,118400
P4131240013078,우노수입의(펜디외),미확인코너,수입명품,88000
P4218390013075,로제르,타운단품,"니트,단품,모피",39000
P6421880029900,에델바이스,미확인코너,(주)현스포츠아쌤,39000
P4217970013082,이정호,디자이너숍,디자이너부띠끄,840000
P4106432005978,빈치스벤치,핸드백,핸드백,65000
P4121560003982,조셉싸이벨,수입구두,남여구두,138000
P4244761013083,ENC,영캐주얼,트랜디 케쥬얼,25000
P4105873012578,쟈니람스,디자이너니트,"니트,단품,모피",418000
P4105873011262,쟈니람스,디자이너니트,"니트,단품,모피",149000
P4131396007980,오렐리헤어핀,헤어ACC,장신구,18000
P4557800042170,동산홈라이프,TV.VTR,식기,25600
P4219420110020,끌레몽트,미씨캐릭터,미씨캐주얼,300800
P6307990019900,니나리찌,라이센스,정장,128000
P6141180006000,비체,보석,장신구,135000
P4217330113074,크레송,엘레강스,엘레강스캐쥬얼,98000
P4200370114420,트라이,란제리,미씨캐릭터,20000
P4131990003977,우연,행사슈즈,패션슈즈,65000
P6311168019930,갤럭시(캐),어덜트,캐쥬얼,139300
P4218941113076,쉬즈미스,엘레강스,엘레강스캐쥬얼,38000
P4218730110000,레지나,미확인코너,미씨캐릭터,89000
P4202290113076,데미안,엘레강스,엘레강스캐쥬얼,118000
P4245020010000,이베르,미확인코너,미씨캐릭터,196000
P4108034010000,기스바인수입의류,수입부띠끄,로얄부띠끄,58900
P4200650010010,이따리아나,국내부띠끄,로얄부띠끄,540000
P4200650010000,이따리아나,국내부띠끄,로얄부띠끄,600000
P4551520040874,파카크리스탈,크리스탈,식기,32000
P4501210936002,동양매직,냉장고.세탁기,가전,950000
P4200650013074,이따리아나,국내부띠끄,로얄부띠끄,507200
P4200650010040,이따리아나,국내부띠끄,로얄부띠끄,1267000
P4221600010054,듀,하이캐쥬얼,여성캐주얼,100000
P4200650013082,이따리아나,국내부띠끄,로얄부띠끄,50000
P4309141019971,피에르가르뎅,셔츠,셔츠,40000
P4400051020470,캡스,아동복,아동,32000
P4500190042100,경훈,주방용품,식기,47500
P4400101020474,게스키즈,아동복,아동,89000
P4515380142100,화이버텍,주방용품,식기,127000
P4535180043000,J아트/홈데코,욕실용품,식기,54000
P4301014019982,입생로랑(캐),어덜트,캐쥬얼,227400
P4501210930000,동양매직,가스기기,가전/문화,260000
P4239720013080,아놀드바시니,영캐주얼,영캐주얼,19000
P4220340113080,조은상사,단품,소품,10000
P4123660005978,메트로씨티,핸드백,핸드백,49000
P4107440001620,유진우산,"우산,장갑",섬유잡화,15000
P4200350015075,비너스,란제리,타운란제리,12000
P4120441805952,베네통토탈,피혁토탈(B2),소품,39200
P4203760013076,데무,하이캐쥬얼,여성캐주얼,218000
P4244370013085,그라미,타운단품,"니트,단품,모피",15000
P6234920010000,닥스숙녀,수입의류행사,수입명품,110000
P4129650805900,톰보이토탈,피혁토탈(B2),소품,105000
P4116900003983,사보,여성구두,여성구두,59000
P4509120040374,석정상사,초도자기,식기,7500
P4229810011053,베네통,영캐주얼,트랜디 케쥬얼,58100
P4129650805910,톰보이토탈,피혁토탈(B2),소품,80100
P4556580938000,G.E.T,냉난방,가전,120000
P6322061019930,맨스타(캐),어덜트,캐주얼,69300
P4222090010020,클라모드,단품,수입명품,63200
P4319410019983,마에스트로(캐),어덜트,캐주얼,139300
P4227690011010,엘르스포츠,영캐주얼,트랜디 케쥬얼,900
P4411690026281,쌈지스포츠,진캐쥬얼,진캐쥬얼,34000
P6308090019930,트래드클럽,내셔날,정장,42000
P4539310046600,빙하트,수예/인테리어소품,침구수예,70000
P6318190019930,피에르가르뎅,내셔날,정장,301000
P4405590026010,닉스,진캐주얼,진캐주얼,70200
P4101080200120,CM넥타이,남성잡화,셔츠,44000
P6318222019920,빨질레리,라이센스,정장,552000
P4553610046075,피에르가르뎅,N/B침구,침구수예,38000
P4404862028400,엘레쎄슈즈,스포츠슈즈,스포츠,53000
P4500860043920,대아통상,주방용품,식기,42800
P4527670042120,서한,주방용품,식기,25600
P4520050043073,리갈욕실,욕실용품,식기,87000
P4317750019900,우마노,셔츠,셔츠,53000
P6110840203220,엘칸토여성현금,구두임대,여성구두,42400
P4239840010000,시세도,뉴베이직캐주얼,어덜트캐주얼,334000
P4401610027900,닥스수영복,수영복,스포츠,143000
P4119020000340,예진스카프,스카프,섬유,114000
P4203820010000,쁘렝땅,하이캐쥬얼,여성캐주얼,198000
P4205561011200,기비,캐릭터캐쥬얼,여성캐주얼,169000
P6554790031000,수입A/V,임대을가전,가전,278000
P4554060050200,파카,문구,문화용품,226000
P4119010011278,말로수입의류,로얄부틱2F,수입명품,1275840
P6141290010076,크리스찬디올무역점,명품,수입명품,280500
P4119620000170,알테아수입넥타이,셔츠,셔츠,50000
P6123880003020,금강현금,임대슈즈,패션슈즈,84000
P4106432004072,빈치스벤치,핸드백,핸드백,30000
P4131690203276,세라구두,캐릭터슈즈,패션슈즈,69000
P4140570000878,금양니나리찌양말,양말,섬유,10500
P4118030006870,라파누이,패션악세사리,악세사리,110000
P4141880001479,세기모자,모자,섬유,15000
P4229811011010,시슬리,영캐주얼,트랜디 케쥬얼,148500
P4103220006620,디자이닝이쁘,헤어액세사리,장신구,47200
P4229811011253,시슬리,영트랜드,영트렌디,76300
P4226950013088,김영주,국내부띠끄,로얄부띠끄,195000
P4523610046074,텐테일,브랜드침구,수예,77500
P4551470040320,유림/첨본자기,초도자기,식기,10080
P6137920010075,세린느수입의류,수입의류,명품토탈,100000
P4500590441650,길무역/수입도자기,수입도자기,식기,79000
P2503470240620,오진/파이렉스,그라스,식기,60400
P4500594241430,길무역/수입도자기,수입도자기,식기,191800
P4204832026053,옴파로스,유니섹스캐주얼,진캐주얼,23000
P4510110042120,알씨알,주방용품,식기,30800
P4400510026985,울시,골프(국내),골프,50000
P2800422513000,레꼬팽,페레  지원,로얄부띠끄,250000
P4216170013082,리씨,캐릭터캐쥬얼,여성캐주얼,137000
P4221600010030,듀,하이캐쥬얼,여성캐주얼,313600
P4137880005978,아르모아,피혁B행사,핸드백,80000
P4207930013077,정호진니트,디자이너니트,"니트,단품,모피",29000
P4414980226274,루츠,스포츠캐주얼,진캐주얼,54000
P4532310937001,대우전자,오디오,가전,3205000
P4231020110020,벨라디터치,인텔리젼스캐주얼,타운란제리,599200
P4552280043075,동성브릴리앙스,욕실용품,식기,55000
P4538120944270,나무와숲,식탁/소품,가구,320000
P2800422813030,레꼬팽  지원,상품개발지원,명품토탈,385000
P4109000113082,막스마라,수입부띠끄,로얄부띠끄,99000
P4243360013074,메메페리에,영캐주얼,트랜디 케쥬얼,46000
P4533080042176,현진물산,주방용품,식기,19000
P4200680013076,레노마,트렌드캐주얼,캐릭터캐주얼,28000
P4201680026272,메이폴,진캐주얼,진캐주얼,18000
P4202163413070,96NY,영캐주얼,영캐주얼,128000
P4241200026274,스푼,스포츠캐주얼,진캐주얼,25000
P4208201113075,보디가드,패션란제리,소품,20000
P4130490001976,현대우양산,우산장갑,섬유,15000
P4218913113076,임프레션,패션란제리,소품,25000
P4238570026272,그림,진캐주얼,진캐주얼,30000
P4415100226274,이기,스포츠캐주얼,진캐주얼,29000
P4218941013076,쉬즈미스,엘레강스캐주얼,미씨캐주얼,30000
P4100560001140,비너스스타킹,스타킹,섬유,22400
P4400210022900,해피랜드,유아복,유아/완구,18000
P4406260022920,아가방,유아복,유아/완구,25700
P4400210022400,해피랜드,유아복,유아/완구,-88800
P4400210022920,해피랜드,유아복,유아/완구,22240
P4408220029970,아레나,수영복,스포츠,23000
P4400100020472,미키클럽,아동복,아동,30000
P4407970020020,꼬즈꼬즈,아동복,아동,44000
P4207930013078,정호진,니트,니트/단품,98000
P4405640029970,레노마수영복,수영복,스포츠,10000
P4510110142120,알씨알,주방용품,식기,33200
P4411660126270,TBJ,진캐주얼,진캐주얼,15000
P4236910113074,IN-F,단품,소품,29000
P4217090013074,미스로즈,단품,소품,10000
P4226470213074,마리앙쥬,단품,소품,65000
P4100640003083,소다,싸롱화,피혁A,65000
P4129610003984,미즈엑스,구두행사,피혁A,89000
P4300261019970,지이크,캐릭터,캐주얼,90000
P4241520026000,NWW,영캐주얼,영캐주얼,63000
P4415070126272,D-PULSE,스포츠캐주얼,진캐주얼,89000
P4238190113073,아웃바디,패션란제리,소품,20000
P4208792026010,키라라,영캐주얼,영캐주얼,179100
P4120441805978,베네통토탈,피혁토탈(B2),소품,18000
P4219040113074,O.Z.O.C,진캐주얼,진캐주얼,59000
P4141701006070,우고콘티,장신구,소품,100000
P4405230226276,루츠,스포츠캐주얼,진캐주얼,17500
P4226731010020,모리스커밍홈,하이캐쥬얼,여성캐주얼,435200
P4226731010001,모리스커밍홈,하이캐쥬얼,여성캐주얼,-405000
P4219040013080,O.Z.O.C,영트랜드,영트렌디,33000
P4240520013080,비즈,영트랜드,영트렌디,32000
P4423160029980,스완스,스키,스포츠,29700
P4420400029981,피터스톰,단품,스포츠,24000
P4206650113000,박윤수,레이디숍A,디자이너부띠끄,-472000
P6318228019930,로가디스,내셔날,정장,371000
P4312900019976,니나리찌,셔츠,셔츠,130000
P4554270046671,헬러,수예/인테리어소품,침구수예,50000
P6318221019970,입생로랑(캐),어덜트,캐주얼,184800
P4242250011030,베네통,영커리어캐주얼,어덜트캐주얼,101500
P6135500004020,ESQ핸드백현금,NB핸드백,피혁B,56000
P4239580026274,FNJ  extra,단품/행사1,진캐주얼,8000
P6118890006073,골든듀,보석,장신구,696650
P4422260029983,피에르가르뎅,수영복,스포츠,19000
P4124890013080,삼경클라우디아,미확인코너,수입명품,49000
P4554270046670,헬러수예,수예침장,수예,50000
P4226950013075,김영주,부띠끄,디자이너부띠크,849000
P6418770027030,나이키의류임대,스포츠웨어,스포츠,87500
P4420880029900,스마트교복,교복행사,스포츠,115000
P4553630042174,예세/알레시,주방용품,식기,66000
P4553400043977,아우트로상사,욕실용품,식기,64000
P4522862046076,레노마,브랜드침구,수예,14000
P4124440104120,쌤소나이트,가방,핸드백,156000
P4421060026971,오마샤리프,단품,골프,167000
P4533080042175,현진물산,주방용품,식기,55000
P4409860029974,미쏘니수영복,수영복,스포츠,25000
P6418770029970,나이키의류임대,스포츠웨어,스포츠,45500
P4508631046000,페리,브랜드침구,수예,923000
P4309200019972,워모,캐릭터캐주얼,캐릭터정장,35000
P4121291003270,엘리자벳,미확인코너,(주)현스포츠아쌤,59000
P6240990026000,쌈지스포츠,미확인코너,(주)현스포츠아쌤,35000
P4300410019952,코모도,캐릭터,캐쥬얼,114400
P4529640042110,양지상사,주방용품,식기,-112500
P4216171010000,이지엔느,레포츠,니트/단품,295000
P4200370114400,트라이,란제리,미씨캐릭터,34700
P6322052018500,맨스타(캐),어덜트,캐쥬얼,242000
P4511980046072,미찌꼬런던,브랜드침구,수예,160000
P4227440013074,클럽모나코,영캐쥬얼,영트랜디,24000
P4208763010020,캐서린헴넷,하이캐쥬얼,여성캐주얼,88000
P4525211043975,한지차향가,욕실용품,식기,50000
P4102920010020,아이스버그,수입부띠끄,로얄부띠끄,420800
P4407761020000,메조피아노,아동,아동복,378000
P4503191050730,홀마크팬시,팬시,문화용품,48800
P4550870042176,홈데코,주방용품,식기,37800
P4520930050870,베이비케어,잡화,문화용품,28000
P4410160020470,미키  미니,아동특선,아동복,24000
P6318070019910,휴고보스,수입,정장,391500
P4239130013076,루디아,행사,캐릭터캐쥬얼,20000
P4100100104600,가파치소품,핸드백,핸드백,53000
P4417230027000,르까프웨어,스포츠웨어,스포츠,90000
P4417231028400,르까프슈즈,슈즈,스포츠,39500
P4100640203273,소다(여성),여성구두,여성구두,128000
P4514700046670,헬러수예,수예침장,수예,20000
P4220670013076,후라밍고,타운웨어,엘레강스캐쥬얼,30000
P4405921025981,현대골프특정,임대골프,골프,290000
P4300471019976,헨리코튼,트래디셔널캐쥬얼,트래디셔널캐쥬얼,39500
P4117430010010,가이거,엘레강스부틱,로얄부틱,1602000
P4554270046677,헬러,수예,침구/수예,26000
P4205415111010,비키,영캐주얼,영캐주얼,80100
P4208790026030,쿠기,영캐주얼,영캐주얼,68600
P4309200019952,워모,캐릭터,캐주얼,364800
P4241200026065,스푼,스포츠캐주얼,진캐주얼,203000
P6318224019900,갤럭시(캐),어덜트,캐주얼,167300
P4134741000300,위스AQ외스카프,스카프,섬유,59000
P4215770110053,아니베에프,하이캐쥬얼,여성캐주얼,333100
P4505170041980,한길통상,주방용품,식기,37000
P4208790111010,쿠기,영캐주얼,트랜디 케쥬얼,70200
P4208790113074,쿠기,영캐주얼,트랜디 케쥬얼,114000
P4208790111030,쿠기,영캐주얼,트랜디 케쥬얼,186200
P4516970046020,아이리스,N/B침구,침구수예,60000
P4244530026010,그림,진캐주얼,진캐주얼,88200
P4202281110000,아나카프리,캐릭터,캐릭터캐쥬얼,148000
P4119000104120,델지,가방,핸드백,123200
P4506121944100,던롭필로우,침구,"침구,수예",1290000
P4512440042100,태성WMF,주방용품,식기,467000
P4116510001100,월포드스타킹,스타킹,섬유잡화,76000
P4321520019971,입생로랑,셔츠,셔츠,60000
P6110840103020,엘칸토남성현금,남성구두,남성잡화,90400
P4140380006600,알렉산드,헤어액세사리,장신구,44000
P4310990019981,피에르가르뎅,미확인코너,캐릭터정장,35000
P4309200019980,워모,캐릭터,캐쥬얼,245000
P4202285013074,텔레그라프,캐릭터캐쥬얼,영캐릭터캐쥬얼,118000
P4103321105900,아이삭,토탈,핸드백,103000
P4208790013072,쿠기,영캐쥬얼,영트랜디,238000
P4241910015080,로베르따,란제리,미씨캐릭터,73000
P6130100006000,라리,보석,악세사리,74000
P4227690011053,엘르스포츠,영캐쥬얼,영트랜디,50000
P4405491027920,마리끌레르,수영복,스포츠,126400
P4300502019910,지오지아(신),캐릭터,캐쥬얼,257400
P4121290003980,엘리자벳,캐릭터슈즈,패션슈즈,65000
P4550410937001,엘지,냉장고.세탁기,가전,790000
P4529830936000,핫포인트,냉장고.세탁기,가전,2170000
P6110960006000,쥬얼리준,보석,장신구,612000
P4217850113074,손정완,타운웨어,엘레강스캐쥬얼,228000
P4553400043972,아우트로상사,욕실용품,식기,22800
P4505500040070,행남도자기,초도자기,식기,11400
P4500860043074,대아통상,욕실용품,식기,65500
P4116480007980,올리비에,헤어ACC,장신구,70000
P4534651042480,한미그린,주방용품,식기,11000
P4300500019986,올젠,트래디셔널,트래디셔널,39000
P4400440025020,먼싱웨어,수입,골프,214400
P4204830010053,앤클라인,캐릭터,캐릭터캐쥬얼,115500
P6318202019900,마에스트로(캐),어덜트,캐주얼,69300
P4137680006820,메이플,장신구,소품,41600
P4529670042120,유엘패밀리,주방용품,식기,131200
P4552720046600,제이아이비,수예/인테리어소품,침구수예,34000
P4529670046600,유엘패밀리,수예/인테리어소품,침구수예,83500
P4554270046675,헬러,수예/인테리어소품,침구수예,60000
P4221430013080,안지크,하이캐쥬얼,여성캐주얼,69000
P4123490001130,다현월포드스타킹,머플러,패션시즌,93600
P4202640013081,최연옥,디자이너숍,디자이너부띠끄,170000
P4206050013074,꼴레뽀이,미씨캐릭터,미씨캐주얼,279200
P4203820013074,쁘렝땅,인텔리젼스캐주얼,타운란제리,39000
P4208660113072,문부틱,행사,캐릭터캐쥬얼,50000
P4141640006900,스와롭스키,수입ACC,장신구,31000
P4227360013076,앗  슘,캐릭터,캐릭터캐쥬얼,462000
P4406261022430,엘르뿌뽕,신생아,아동,72100
P4139950013080,벨리스모D&G수입,수입의류행사,수입명품,-100000
P4103324003200,니마숙녀화,여성구두,여성구두,396000
P4236930013074,민수에여성의류,하이캐쥬얼,여성캐주얼,387000
P4208791011010,쇼비즈,영캐주얼,트랜디 케쥬얼,160200
P4118941006820,이복희,일반악세사리,장신구,99200
P4117830006810,극동소비쥬,일반악세사리,장신구,27000
P4200370213076,쌍방울트라이,패션란제리,소품,10000
P4544940050770,스누피인형,문화,문화,5000
P4318390019900,앤트로갤럭시,캐릭터캐주얼,캐릭터정장,264000
P4318390019964,앤트로갤럭시,캐릭터캐주얼,캐릭터정장,110000
P4300420019972,라일앤스코트,트래디셔널,트레디셔널,43000
P4405230126053,루츠,진케주얼,진케주얼,-34300
P4300854019980,예작,셔츠,셔츠,20000
P4421060026970,오마샤리프,골프단품,골프,118000
P4206650113082,박윤수,레이디숍A,디자이너부띠끄,198000
P4217440010052,미샤,캐릭터,캐릭터캐쥬얼,312000
P4226731110030,모리스커밍홈,캐릭터,캐릭터캐쥬얼,250600
P4126390005983,크리스찬라게르,피혁B행사,핸드백,86000
P4412751026970,핑,골프단품,골프,58000
P4206960210000,이원재,디자이너숍,디자이너부띠끄,225000
P4238720011274,소보,영트랜드,영트렌디,39000
P4139150013081,비엘라수입,로얄수입행사,로얄부띠끄,159000
P4208790111052,쿠기,영캐주얼,트랜디 케쥬얼,30400
P4506890944075,다우닝,전문가구(가구),가구,2600000
P4506890944000,다우닝,전문가구(가구),가구,3900000
P4208790111252,쿠기,영트랜드,영트렌디,126400
P4206960013074,이원재,부띠끄,디자이너부띠크,142500
P4206960010000,이원재,부띠끄,디자이너부띠크,325000
P4219041010030,크림,캐릭터,캐릭터캐쥬얼,180600
P6421750027052,나이키의류,미확인코너,(주)현스포츠아쌤,49500
P6405602026001,퀵실버,미확인코너,(주)현스포츠아쌤,43000
P4800429713000,밀라노  신촌,뉴베이직캐주얼,어덜트캐주얼,164000
P4545430039020,영일,소형취사가전,가전,26400
P4300410019980,코모도,캐릭터,캐주얼,35000
P4200210213076,BYC,문화,문화,56500
P4219180013076,디아프레,레포츠단품,디자이너부띠끄,59000
P4130400108300,포렌코즈화장품,화장품,소품,28000
P4125380010000,레오나드수입의류,수입부띠끄,로얄부띠끄,718000
P4210458013074,엘르,미씨캐릭터,미씨캐주얼,54000
P4226950013074,김영주,국내부띠끄,로얄부띠끄,489000
P4108030010030,미쏘니,수입명품,수입명품,1669500
P6310210019930,피에르가르뎅,내셔날,정장,917000
P4202206013074,모조,하이캐쥬얼,여성캐주얼,59000
P4300451019981,준코고시노,캐릭터,캐주얼,90000
P4125270008470,슈프리미아,패션ACC,장신구,12000
P4140690007980,얼터나,수입종합화장품,화장품,69000
P4201210013085,트로아,디자이너부띠끄,디자이너부띠끄,60000
P4400590026973,아놀드파마,골프웨어,골프,302500
P4409280026981,아베,골프용품,골프,17000
P4400560026973,이동수,골프웨어,골프,76000
P4412752025000,핑,골프웨어,골프,58100
P4400590026972,아놀드파마,골프웨어,골프,60000
P4400560026977,이동수,골프웨어,골프,133000
P4125380011600,레오나드수입의류,수입부띠끄,로얄부띠끄,2578000
P4203340013074,모라도,니트웨어,수입명품,90000
P4208791113074,쇼비즈,영커리어캐주얼,어덜트캐주얼,78000
P4242440013076,루,뉴베이직캐주얼,어덜트캐주얼,537500
P4125380011673,레오나드수입의류,수입부띠끄,로얄부띠끄,1009500
P4417760020474,에꼴리에,아동,아동,96000
P4405640029980,레노마수영복,수영복,스포츠,10000
P4225450010000,리베죤,엘레강스,엘레강스캐쥬얼,98000
P4239040010600,밀로스,타운웨어,엘레강스캐쥬얼,-336000
P4221310013074,오즈세컨,영캐주얼,트랜디 케쥬얼,79000
P4514700046620,헬러수예,수예침장,수예,229000
P4554700040074,이레,식기,식기,45000
P6141190006000,비체,보석,장신구,85000
P4554730042176,에버화이브,주방용품,식기,21000
P4524700046010,엘르데코,브랜드침구,수예,288000
P4239850010000,da,미씨캐릭터,미씨캐주얼,158000
P4511980046000,미찌꼬런던,브랜드침구,수예,600000
P4115920006000,비체,준보석,장신구,495000
P4121370011278,TSE,로얄부틱2F,수입명품,567000
P4530750042110,탐진/레슬레,주방용품,식기,233100
P4535060046000,피터리드,브랜드침구,수예,830000
P4506240040300,광주요,초도자기,식기,824000
P4407072026281,FUBU,진캐쥬얼,진캐쥬얼,17000
P4414980026280,루츠,진캐쥬얼,진캐쥬얼,24500
P4405231026030,루츠,진캐쥬얼,진캐쥬얼,27300
P4105876010062,로코바로코(신화),명품,수입명품,255200
P4207730013074,피에르가르뎅,인텔리젼스캐주얼,타운란제리,166000
P4239850013074,da,미씨캐릭터,미씨캐주얼,84000
P4202540013081,머스트비,영트랜드,영트렌디,20000
P4138120006900,크리스챤디올액세서리,수입ACC,장신구,420000
P4138120006920,크리스챤디올액세서리,수입ACC,장신구,343000
P4109000010000,막스마라,수입명품,수입명품,578000
P4405280022974,쁘레나탈,미확인코너,아동,117000
P4204891113076,요하넥스,캐릭터,미씨캐릭터,70000
P6322051019930,맨스타,내셔널,정장,236600
P4502161930270,삼성,가전특정,가전,1100000
P4104881000340,서도스카프,스카프,섬유잡화,135000
P4552400052020,대현사,테이프,문화용품,27540
P4208763010000,캐서린헴넷,하이캐쥬얼,여성캐주얼,170000
P4222990011220,감,영트랜드,영트렌디,129400
P4201790010030,니나리,디자이너숍,디자이너부띠끄,696500
P4231660010030,까르벤정,디자이너숍,디자이너부띠끄,658000
P4231660010000,까르벤정,디자이너숍,디자이너부띠끄,802000
P4321520016420,입생로랑,셔츠,셔츠,44000
P4205650013085,아고라,타운단품,"니트,단품,모피",79000
P4400551025030,임페리얼,골프웨어,골프,83000
P4213340010030,쎌리나윤,디자이너숍,디자이너부띠끄,732200
P4240600011220,에스깔리에,모피니트,디자이너부띠크,118400
P4207930013084,정호진,모피니트,디자이너부띠크,30000
P4141530003983,엘레강스,드레스구두,남여구두,59000
P4530750042100,탐진/레슬레,주방용품,식기,109700
P4544970041620,아토아트,수입도자기,식기,648000
P4554271046620,헬러,수예행사,"침구,수예",36200
P4205920010620,쁘레고,타운단품,"니트,단품,모피",84800
P4536380046030,폴로,침구,"침구,수예",73500
P4505860046073,강스빌,침구,"침구,수예",698000
P2800429313000,밀라노  본점,상품개발지원,여성캐주얼,226000
P4545090043074,코즈니,욕실용품,식기,22000
P4242470011200,올리브데올리브,영트랜드,영트렌디,278000
P4527310944170,시몬스,전문가구(가구),가구,340000
P4243400011200,리마인드,영트랜드,영트렌디,182000
P4551470040375,유림/첨본자기,냉장고.세탁기,식기,30000
P4243410013076,유팜므,미시케쥬얼,여성캐주얼,287000
P4100322005978,미알토탈,핸드백,핸드백,85000
P4104883002981,서도머플러,머플러,명품시즌,20000
P4215570113081,ON&ON,영캐주얼,트랜디 케쥬얼,15000
P4231180013081,"주크,나이스클랍",영트랜디,트랜디 케쥬얼,55000
P4401610027970,닥스수영복,슈즈,스포츠,70500
P4502952041971,신한/수입도자기,수입도자기,식기,21000
P4529780041475,제성상역,수입도자기,식기,34500
P4407072026003,FUBU,진캐쥬얼,진캐쥬얼,69000
P4204891210010,요하넥스,인텔리젼스캐주얼,타운란제리,383400
P4418420029900,퍼시픽,스포츠용품,스포츠,39500
P4547720050800,아르니에,문화,문화,17000
P4139570005977,리안로찌,핸드백행사,피혁B,39000
P6318200019920,닥스,라이센스,정장,80000
P4239730026052,UCLA,진캐주얼,진캐주얼,46400
P4406260022010,아가방,미확인코너,아동,32400
P4538790931066,SONY외수입품,오디오,가전,359000
P4502160938000,삼성,냉난방,가전,1022000
P4545421939020,물리넥스,소형취사가전,가전,71600
P4107351210010,아이그너,명품,수입명품,626400
P2139140007980,폴로화장품,수입종합화장품,화장품,62000
P4129790007980,네일에비뉴,타운웨어,엘레강스캐쥬얼,34000
P4140050005977,샤프레(핸),핸드백행사,피혁B,80000
P4225450013074,리베죤,엘레강스캐주얼,미씨캐주얼,65000
P4219140010030,가피,레포츠단품,디자이너부띠끄,108500
P4554340945970,고려상역,식탁/소품,가구,15000
P6318202019953,마에스트로(캐),어덜트,캐주얼,59500
P4215340013074,부르다문,디자이너부띠끄,디자이너부띠끄,514000
P4215340010000,부르다문,디자이너부띠끄,디자이너부띠끄,367000
P4202950013085,루치아노최,디자이너부띠끄,디자이너부띠끄,399000
P4219180013082,디아프레,레포츠단품,디자이너부띠끄,197000
P4300471019970,헨리코튼,트레디셔널캐주얼,트래디셔널,46000
P4223710015084,월드폴로,란제리,타운란제리,86000
P4532960046073,쉐모아,N/B침구,침구수예,250000
P4315010019981,벨라모,트.단품,캐주얼,53100
P4202552110000,미끄마끄,칼라드래디셔널,타운란제리,-459000
P4400551026981,임페리얼,골프웨어,골프,30000
P4412890026983,옵스,단품,골프,91000
